State,Forest Name,Area (City),Region (Zone),Fire Occurrence,Month,Day,Oxygen,Temperature,Humidity,FFMC,DMC,DC,ISI,RH,Wind
Uttar Pradesh,Sultanpur National Park,North Goa,Western,1,6,7,88,45,77,73,91,890,137,667,4
Uttarakhand,Ghatigaon Wildlife Sanctuary,Peren,Southern,0,11,15,25,31,34,60,87,957,133,511,20
Telangana,Borail Wildlife Sanctuary,"Golaghat, Nagaon, Sonitpur and Biswanath",Eastern,0,1,22,68,20,53,79,355,634,186,639,23
West Bengal,Gorumara National Park,Jamnagar,Central,0,3,2,51,33,35,47,34,1064,76,262,23
Jharkhand,Kaziranga National Park,Sivaganga,Eastern,0,8,25,33,35,58,22,33,1496,193,5,7
Nagaland,Vikramshila Gangetic Dolphin Sanctuary,East Sikkim,Western,0,4,25,69,27,65,79,223,1119,287,647,11
Kerala,Galathea National Park,Gwalior,Eastern,1,2,20,89,44,38,48,239,1035,85,405,24
Himachal Pradesh,Katarniaghat Wildlife Sanctuary,Balasore,Southern,0,10,23,69,14,30,19,341,1528,77,827,17
Manipur,Sanjay Gandhi National Park,Hyderabad,Central,0,3,11,40,33,51,39,126,1055,202,993,8
Jammu and Kashmir,Khangchendzonga National Park,Sanguem,Eastern,1,8,22,89,49,46,38,467,1252,187,471,16
Odisha,Pulie Badze Wildlife Sanctuary,Nagpur,Eastern,1,11,23,93,45,56,60,141,912,155,291,23
Rajasthan,Vallanadu Blackbuck Sanctuary,Thane,Eastern,0,10,24,21,29,15,36,94,522,120,292,16
Tripura,Campbell Bay National Park,Kolkata,Northern,1,12,10,93,48,87,80,205,193,208,696,24
Uttarakhand,Porbandar Bird Sanctuary,"Idukki, Pathanamthitta, and Thekkady",Eastern,1,3,25,93,49,24,53,441,1596,236,317,23
Chhattisgarh,Pushpagiri Wildlife Sanctuary,Hyderabad,Central,0,2,31,87,29,0,86,56,1685,91,17,9
Andaman and Nicobar Islands,Mount Abu Wildlife Sanctuary,Thiruvananthapuram,Eastern,1,1,3,81,50,89,88,387,1566,240,449,12
Punjab,Rajaji National Park,Shimla,Western,0,1,21,34,33,27,63,44,1408,185,126,11
Sikkim,Bir Shikargah Wildlife Sanctuary,Kheda,Western,1,3,4,93,39,79,94,172,751,165,190,10
Tripura,Bondla Wildlife Sanctuary,Gondia,Southern,1,7,3,93,50,14,25,100,1442,199,281,23
Telangana,Ranthambore National Park,Panna,Eastern,0,7,20,93,34,72,91,383,132,60,832,8
West Bengal,Nongkhyllem Wildlife Sanctuary,Rajsamand,Eastern,1,2,21,91,47,14,89,35,599,46,693,12
Chhattisgarh,Pushpagiri Wildlife Sanctuary,Kiphire,Eastern,0,3,29,33,30,80,74,95,1654,241,842,14
Gujarat,Rollapadu Wildlife Sanctuary,Gaya,Southern,0,6,17,95,25,30,1,140,467,126,580,23
Rajasthan,Velavadar National Park,Baksa,Eastern,0,4,26,39,23,54,9,475,1596,276,925,7
Kerala,Chandraprabha Wildlife Sanctuary,Lakhimpur Kheri,Western,0,11,11,27,28,21,46,209,1884,176,668,5
Tripura,North Button Island National Park,Bengaluru,Southern,0,2,22,78,14,1,36,233,1065,42,49,20
Tamil Nadu,Bondla Wildlife Sanctuary,Mamit,Northern,0,10,19,81,21,23,64,471,1655,82,786,8
Punjab,Rangapahar Wildlife Sanctuary,Srinagar,Western,0,7,3,32,23,56,69,487,1287,65,844,14
West Bengal,Kamlang Wildlife Sanctuary,Panna,Eastern,1,9,4,98,40,24,27,289,441,18,28,6
Haryana,Dr. Daying Ering Memorial Wildlife Sanctuary,Pauri,Western,1,3,21,98,43,83,55,287,1710,16,967,13
Andaman and Nicobar Islands,Purna Wildlife Sanctuary,Udaipur,Central,0,8,19,52,32,5,15,273,572,17,790,14
West Bengal,Intanki National Park,Anantnag,Western,1,10,31,83,50,19,89,389,1797,6,450,18
Jharkhand,Lawalong Wildlife Sanctuary,Almora,Central,1,2,16,85,45,63,27,109,1131,227,952,15
Himachal Pradesh,Kumbhalgarh Wildlife Sanctuary,Ahmedabad,Eastern,1,9,14,90,47,31,88,424,229,179,42,8
Goa,Melghat Tiger Reserve,North Tripura,Northern,1,4,4,83,48,1,85,236,300,213,605,13
Telangana,Mount Harriet National Park,Rajsamand,Central,1,1,5,93,44,69,17,321,1160,259,580,21
Nagaland,Pushpagiri Wildlife Sanctuary,Bathinda,Southern,1,1,26,95,47,30,56,167,21,124,390,22
Sikkim,Udanti Wildlife Sanctuary,Ri-Bhoi,Western,1,12,24,87,41,28,46,312,1488,190,242,16
Rajasthan,Thattekad Bird Sanctuary,Hoshangabad,Eastern,1,4,7,99,48,30,15,400,1294,234,535,16
Bihar,Papikonda National Park,Panna,Central,0,2,15,77,16,4,74,221,878,112,12,22
Mizoram,Kumbhalgarh Wildlife Sanctuary,Junagadh,Eastern,0,4,6,96,13,70,59,361,6,43,461,4
Bihar,Neyyar Wildlife Sanctuary,Navsari,Western,1,8,8,86,40,34,73,428,1522,3,407,17
Uttar Pradesh,Anshi National Park,Darjeeling,Southern,1,12,27,95,47,54,70,319,958,105,956,10
Chhattisgarh,Nagarjunsagar-Srisailam Tiger Reserve,Raebareli,Western,1,9,11,84,42,44,38,225,989,114,409,5
Bihar,Bandhavgarh National Park,Kullu,Western,0,4,16,59,14,40,4,299,1064,235,930,13
Madhya Pradesh,Nagarjunsagar-Srisailam Tiger Reserve,Dang,Western,0,3,5,49,21,75,10,292,190,182,839,16
Chhattisgarh,Gumti Wildlife Sanctuary,Kullu,Central,1,5,23,98,48,51,24,491,902,157,492,23
Punjab,Orang National Park,Tuticorin,Western,1,1,11,95,46,63,26,303,728,124,918,15
Sikkim,Nanda Devi National Park,"Idukki, Pathanamthitta, and Thekkady",Southern,0,3,30,66,26,11,59,62,1873,213,749,5
Manipur,Buxa Tiger Reserve,Rajsamand,Western,0,9,29,63,19,26,73,115,324,26,515,5
Jharkhand,Keibul Lamjao National Park,Bhavnagar,Southern,0,8,3,35,26,67,3,389,1152,50,493,18
Goa,Bondla Wildlife Sanctuary,Harike,Northern,1,8,24,99,44,82,25,143,911,254,541,6
Chhattisgarh,Jaisamand Wildlife Sanctuary,South Tripura,Southern,0,8,28,32,27,49,96,407,1425,129,301,12
Nagaland,Mrugavani National Park,Umaria,Southern,1,6,29,82,45,92,61,496,618,160,542,5
Gujarat,Unknown Sanctuary (Andaman and Nicobar Islands),Tarn Taran,Southern,0,4,2,35,31,26,42,29,1772,178,369,14
Madhya Pradesh,Jhalana Dungari Wildlife Sanctuary,Peren,Central,1,3,13,93,47,64,77,318,1061,294,34,6
Meghalaya,Campbell Bay National Park,Sangareddy,Eastern,1,10,21,98,47,12,19,23,1824,146,894,5
Odisha,Kane Wildlife Sanctuary,Gurugram,Northern,0,3,28,47,23,37,95,46,810,105,380,19
Goa,Clouded Leopard National Park,Balasore,Western,0,4,4,60,36,86,74,262,1815,228,389,9
West Bengal,Orang National Park,Sepahijala,Central,0,11,30,54,27,5,97,104,1269,162,375,8
Arunachal Pradesh,Palamau Tiger Reserve,Sepahijala,Western,1,8,10,93,44,63,41,226,1779,195,247,12
Karnataka,Mhadei Wildlife Sanctuary,Sivaganga,Northern,0,8,14,40,30,71,55,356,1538,72,877,23
Odisha,Ghatigaon Wildlife Sanctuary,Sawai Madhopur,Southern,1,10,27,99,39,98,19,284,1237,272,446,11
Punjab,Harike Wetland Wildlife Sanctuary,Latehar,Southern,1,2,30,82,42,44,85,439,215,70,776,17
Goa,Pulie Badze Wildlife Sanctuary,Keonjhar,Northern,0,9,24,34,38,33,73,481,953,98,569,4
Himachal Pradesh,Mouling National Park,Senapati,Western,1,5,6,94,47,52,24,356,1840,204,149,9
Telangana,Govind Wildlife Sanctuary,Gondia,Northern,0,6,25,21,11,57,59,352,1964,149,270,15
Sikkim,Kyongnosla Alpine Sanctuary,Mancherial,Southern,1,2,31,82,50,18,46,184,1145,58,267,17
Andaman and Nicobar Islands,Valley of Flowers National Park,South Goa,Western,0,7,25,71,23,17,52,191,384,90,291,18
Mizoram,Dr. Daying Ering Memorial Wildlife Sanctuary,West Garo Hills,Southern,0,3,28,64,35,44,41,204,1793,96,776,12
Haryana,Nawabganj Bird Sanctuary,Udhagamandalam (Ooty),Central,0,11,15,38,24,6,36,142,280,43,971,15
Uttarakhand,Maenam Wildlife Sanctuary,Chennai,Central,1,11,26,95,42,72,36,420,0,16,348,9
Punjab,Daranghati Wildlife Sanctuary,Darrang,Central,0,8,20,62,30,43,82,312,1609,103,246,6
Rajasthan,Eaglenest Wildlife Sanctuary,Mamit,Eastern,1,6,30,87,48,11,8,109,1241,217,49,9
Maharashtra,Gorumara National Park,South Garo Hills,Eastern,0,3,13,78,21,88,72,391,64,213,470,20
Uttarakhand,Ratapani Tiger Reserve,Raipur,Eastern,0,12,17,38,33,49,15,207,440,99,752,6
Manipur,Valley of Flowers National Park,"Golaghat, Nagaon, Sonitpur and Biswanath",Central,0,10,26,74,24,50,70,43,228,76,59,13
Rajasthan,Khijadia Bird Sanctuary,Thiruvananthapuram,Western,0,8,5,59,30,58,45,302,1172,165,317,19
West Bengal,Mount Abu Wildlife Sanctuary,Kendrapara,Northern,0,5,25,86,20,10,34,369,324,179,84,11
Gujarat,Baghmara Pitcher Plant Sanctuary,Nilgiris,Western,0,2,8,64,15,80,33,80,1476,63,830,9
Arunachal Pradesh,Ghatigaon Wildlife Sanctuary,Angul,Southern,1,2,23,93,39,91,88,413,603,224,282,21
Andhra Pradesh,Overa-Aru Wildlife Sanctuary,Ri-Bhoi,Western,1,8,20,93,39,63,92,343,666,160,856,17
Uttarakhand,Cotigao Wildlife Sanctuary,South Sikkim,Eastern,0,3,9,79,13,13,49,39,1086,6,267,6
Sikkim,Bandipur National Park,Lower Dibang Valley,Northern,1,11,11,93,40,63,10,480,1029,246,982,12
Sikkim,Phawngpui National Park,West Champaran,Central,0,8,10,94,38,45,91,398,772,8,77,17
Jharkhand,Gumti Wildlife Sanctuary,West Champaran,Eastern,1,8,25,92,45,0,53,206,1586,113,969,9
Mizoram,Pushpagiri Wildlife Sanctuary,Mumbai,Northern,1,2,22,94,47,49,12,182,1763,43,245,11
Chhattisgarh,Kyongnosla Alpine Sanctuary,Chandauli,Northern,0,7,1,28,34,87,52,144,1181,3,205,11
Manipur,Ghatigaon Wildlife Sanctuary,West Tripura,Southern,1,10,4,99,47,16,58,55,1177,47,145,21
Tripura,North Button Island National Park,South Sikkim,Southern,1,2,10,97,40,96,82,497,1382,296,556,21
Andaman and Nicobar Islands,Binsar Wildlife Sanctuary,Kheda,Central,1,2,20,87,39,30,9,382,933,187,892,5
Jharkhand,Melghat Tiger Reserve,West Champaran,Central,1,11,26,96,44,21,6,181,1444,118,507,9
Rajasthan,Papikonda National Park,Latehar,Central,1,9,19,96,40,56,1,353,958,127,741,18
Meghalaya,Jim Corbett National Park,Chikkamagaluru,Southern,1,1,31,90,45,25,72,59,325,239,903,24
Sikkim,Kaziranga National Park,Sivaganga,Northern,0,7,6,82,38,93,99,398,815,277,288,16
Rajasthan,Great Himalayan National Park,Chandrapur,Central,1,11,1,86,50,36,46,28,428,91,453,14
Himachal Pradesh,Ghatigaon Wildlife Sanctuary,Raipur,Central,0,4,29,34,21,93,71,467,977,210,306,4
Odisha,South Button Island National Park,Raipur,Southern,0,7,15,68,35,47,97,309,987,201,581,5
Jammu and Kashmir,Kane Wildlife Sanctuary,Chandauli,Western,1,1,11,96,39,43,66,150,76,224,702,22
Meghalaya,Nakti Dam Wildlife Sanctuary,Hyderabad,Central,1,12,22,84,42,81,56,229,1166,148,123,15
Jammu and Kashmir,Bondla Wildlife Sanctuary,Tinsukia,Eastern,0,1,24,71,19,14,67,189,921,214,15,17
Assam,Rajaji National Park,Raipur,Central,1,5,29,81,49,78,53,277,463,264,746,8
Goa,Kyongnosla Alpine Sanctuary,Jalpaiguri,Western,0,1,23,89,22,67,65,184,1108,121,15,17
Haryana,Phawngpui National Park,Dang,Central,1,1,29,93,45,29,46,223,746,91,770,10
Jammu and Kashmir,Udanti Wildlife Sanctuary,Bijapur,Eastern,0,12,27,41,23,74,52,387,1908,115,611,13
Andaman and Nicobar Islands,Bir Moti Bagh Wildlife Sanctuary,Gurugram,Eastern,0,7,20,50,37,32,56,123,776,123,658,15
Arunachal Pradesh,Rampara Wildlife Sanctuary,Lohit,Southern,1,2,26,93,48,15,96,9,293,75,713,18
Goa,Udanti Wildlife Sanctuary,Bathinda,Eastern,1,2,10,84,49,41,36,26,391,214,906,8
Tripura,Ghatigaon Wildlife Sanctuary,North Goa,Central,0,8,7,43,23,54,85,148,334,153,832,23
Sikkim,Bor Wildlife Sanctuary,Jamnagar,Eastern,1,11,13,85,43,3,47,461,1597,162,243,14
Uttar Pradesh,Sariska National Park,Lakhimpur Kheri,Western,1,9,12,87,47,54,2,486,1657,135,656,9
Himachal Pradesh,Periyar National Park,Ernakulam,Eastern,1,7,25,87,40,38,5,404,350,110,252,24
Andhra Pradesh,Khangchendzonga National Park,Nilgiris,Southern,0,2,3,24,15,2,91,64,824,248,428,22
Gujarat,Askot Wildlife Sanctuary,Begusarai,Northern,0,5,9,79,11,74,13,468,1063,9,657,23
Andhra Pradesh,Rollapadu Wildlife Sanctuary,South Andaman,Southern,1,8,28,84,39,55,42,237,1979,256,255,20
Uttar Pradesh,Cotigao Wildlife Sanctuary,Pratapgarh,Southern,1,6,4,86,43,26,88,484,304,238,86,20
Jharkhand,Mount Harriet National Park,Panna,Northern,1,5,29,91,39,48,56,418,507,151,531,20
Uttar Pradesh,Saman Sanctuary,Harike,Northern,0,8,22,23,38,62,22,196,1567,134,607,23
Himachal Pradesh,Murlen National Park,Great Nicobar,Southern,1,1,23,93,44,7,19,157,1665,17,708,16
Karnataka,Ratapani Tiger Reserve,Hazaribagh,Central,0,7,10,99,17,28,98,7,1412,105,523,9
Karnataka,Gandhi Sagar Wildlife Sanctuary,Kendrapara,Eastern,1,5,21,100,39,26,97,301,1656,206,920,24
Andhra Pradesh,Kalesar National Park,West Kameng,Northern,1,5,4,87,43,52,33,351,294,159,584,6
Maharashtra,Kinnerasani Wildlife Sanctuary,Thiruvananthapuram,Central,0,12,3,44,22,48,85,22,1379,44,312,19
Assam,Cotigao Wildlife Sanctuary,Bastar,Eastern,0,3,22,72,29,66,38,220,129,22,975,9
Meghalaya,Coringa Wildlife Sanctuary,Hyderabad,Western,1,8,5,87,39,38,14,394,1493,248,431,13
Goa,Sita Mata Wildlife Sanctuary,Uttara Kannada,Northern,1,2,30,91,50,3,71,454,1331,32,980,21
West Bengal,Campbell Bay National Park,Jalpaiguri,Western,1,10,6,89,46,3,23,190,287,161,762,9
Sikkim,Nanda Devi National Park,Idukki,Western,0,2,12,36,38,7,27,277,1515,291,164,15
Tripura,Nongkhyllem Wildlife Sanctuary,Gurgaon,Eastern,1,6,11,84,43,35,44,18,1568,210,548,21
Jammu and Kashmir,Phawngpui National Park,Gwalior,Eastern,1,5,22,98,45,1,36,167,967,126,419,7
Jammu and Kashmir,Barda Wildlife Sanctuary,Alwar,Eastern,1,8,21,96,44,98,73,302,1728,0,352,22
Andaman and Nicobar Islands,Rajgir Wildlife Sanctuary,Amravati,Southern,1,3,17,93,41,50,3,358,1805,131,561,20
Bihar,Bandipur National Park,Shimla,Northern,1,10,30,89,42,8,36,245,411,0,452,11
Meghalaya,Sita Mata Wildlife Sanctuary,Dimapur,Eastern,0,6,11,84,32,63,34,326,461,21,985,7
Punjab,Binsar Wildlife Sanctuary,Jaipur,Southern,0,2,8,52,29,32,84,268,1766,120,88,19
Odisha,Balphakram National Park,Sepahijala,Southern,1,2,7,93,44,50,82,20,952,273,327,12
Nagaland,Chandoli National Park,Pithoragarh,Eastern,0,3,8,44,16,14,20,176,1942,19,284,23
Goa,Jhalana Dungari Wildlife Sanctuary,Rajahmundry,Southern,0,1,12,84,35,54,4,107,657,227,330,9
Andaman and Nicobar Islands,Porbandar Bird Sanctuary,Unnao,Southern,0,5,29,83,21,2,49,201,58,221,164,14
Sikkim,Coringa Wildlife Sanctuary,Kolkata,Southern,1,1,16,88,43,11,99,121,622,141,419,19
West Bengal,North Button Island National Park,Mumbai,Western,1,6,25,90,44,83,39,283,1116,294,797,21
Madhya Pradesh,Gaga Wildlife Sanctuary,West Garo Hills,Central,0,5,5,51,37,6,49,249,481,31,939,6
Madhya Pradesh,Pin Valley National Park,Sirohi,Central,1,5,10,97,47,82,35,453,1762,124,192,11
Rajasthan,Kinnerasani Wildlife Sanctuary,Udaipur,Southern,0,7,28,40,36,2,40,117,1933,291,560,15
Uttar Pradesh,Eaglenest Wildlife Sanctuary,Srinagar,Southern,0,12,21,56,10,37,82,73,626,59,85,20
Nagaland,Pin Valley National Park,Wardha,Eastern,1,10,20,87,41,68,31,219,1016,114,933,16
Uttar Pradesh,Kyongnosla Alpine Sanctuary,Panchkula,Western,0,7,14,77,28,64,63,344,155,125,514,7
Gujarat,Bir Shikargah Wildlife Sanctuary,Panna,Southern,1,10,22,93,50,11,56,13,500,8,418,13
Telangana,Rajaji National Park,Chikkamagaluru,Western,1,6,24,89,48,78,60,90,568,57,338,10
Bihar,Nameri National Park,Anantnag,Northern,0,9,26,57,24,73,12,73,1401,161,806,12
Telangana,Namdapha National Park,Baksa,Southern,1,3,2,99,39,62,82,267,1769,40,311,16
Jammu and Kashmir,Chandraprabha Wildlife Sanctuary,Ukhrul,Eastern,1,5,6,87,39,28,65,379,460,132,653,17
Punjab,Gaga Wildlife Sanctuary,Kaimur,Central,1,11,16,87,46,23,90,113,566,75,562,7
Manipur,Rampara Wildlife Sanctuary,Nagpur,Eastern,0,2,19,35,32,29,39,0,337,95,170,13
Gujarat,Vaduvoor Bird Sanctuary,Udhagamandalam (Ooty),Western,1,11,12,97,45,85,38,84,577,197,626,20
Karnataka,Jim Corbett National Park,Gurgaon,Southern,1,8,18,96,48,38,1,481,1466,178,805,24
Kerala,Vaduvoor Bird Sanctuary,Shimla,Eastern,0,9,27,67,37,80,32,184,1505,80,725,9
Uttarakhand,Thattekad Bird Sanctuary,Darrang,Eastern,0,5,26,49,10,69,25,151,1430,119,151,6
Bihar,Borail Wildlife Sanctuary,Gurugram,Northern,1,2,9,93,41,19,61,107,1640,113,917,22
Nagaland,Sariska Tiger Reserve,Mannargudi,Eastern,0,11,7,100,18,3,92,397,1072,159,758,10
Sikkim,Indira Gandhi Wildlife Sanctuary,Idukki,Eastern,0,7,22,68,22,53,6,273,1656,54,89,11
Tripura,Mudumalai National Park,Kalimpong,Western,0,6,5,94,32,27,4,140,818,100,115,19
Jammu and Kashmir,Keibul Lamjao National Park,Rajahmundry,Southern,1,3,20,87,49,17,46,233,923,23,662,15
Andhra Pradesh,Jaisamand Wildlife Sanctuary,Senapati,Southern,0,5,12,43,18,12,51,277,628,97,116,4
Odisha,Chandoli National Park,West Godavari,Northern,1,4,22,90,43,22,70,409,619,258,715,20
Tamil Nadu,Khalasuni Wildlife Sanctuary,Ahmedabad,Eastern,1,2,31,91,48,39,53,215,887,161,349,15
Madhya Pradesh,Indravati National Park,Leh,Northern,1,4,10,98,48,79,35,160,702,65,242,18
Gujarat,Chandraprabha Wildlife Sanctuary,Chandauli,Southern,0,7,1,31,37,79,38,497,1910,208,154,18
Karnataka,Panna National Park,Bijapur,Western,1,11,20,95,50,70,41,65,1229,247,295,22
Assam,Campbell Bay National Park,Kolkata,Central,1,9,22,81,43,91,83,475,1148,51,612,5
Arunachal Pradesh,Gandhi Sagar Wildlife Sanctuary,Rajkot,Eastern,1,2,17,82,44,86,25,120,932,248,885,13
Andaman and Nicobar Islands,Sonanadi Wildlife Sanctuary,Harike,Southern,0,11,29,28,37,15,58,287,707,0,86,17
Arunachal Pradesh,Kumbhalgarh Wildlife Sanctuary,Kapurthala,Central,1,7,13,100,46,95,28,65,1379,153,816,11
Himachal Pradesh,Papikonda National Park,Tinsukia,Eastern,0,10,17,85,14,87,55,447,1068,264,881,10
Odisha,Gir Forest National Park,Mayurbhanj,Southern,1,10,9,84,39,91,96,377,1594,176,229,10
Karnataka,Nanda Devi National Park,Siang,Central,0,7,9,60,37,91,4,342,1968,224,872,7
Punjab,Unnamed Wildlife Sanctuary (Andaman and Nicobar Islands),Kurnool,Western,0,9,16,28,27,14,96,347,1521,60,521,8
Mizoram,Khangchendzonga National Park,Pithoragarh,Northern,0,12,1,83,18,71,75,411,1233,296,520,11
Tripura,Simlipal National Park,Begusarai,Eastern,0,2,30,36,15,41,18,213,126,58,297,16
Haryana,Anshi National Park,East Sikkim,Central,0,8,23,52,24,32,99,304,1179,273,955,16
Himachal Pradesh,Chail Wildlife Sanctuary,Golaghat,Southern,0,9,7,93,14,61,33,330,30,93,722,15
Kerala,Saman Sanctuary,Keonjhar,Northern,1,11,18,100,45,14,97,144,1654,159,529,5
Kerala,Kawal Wildlife Sanctuary,Alwar,Eastern,1,9,30,93,43,81,4,274,43,61,702,12
Sikkim,Mahatma Gandhi Marine National Park,Rajahmundry,Eastern,0,8,19,26,37,40,92,404,785,210,72,24
Bihar,Middle Button Island National Park,Harike,Northern,0,7,6,31,19,53,81,26,1773,229,346,12
Jharkhand,Chandoli National Park,Porbandar,Southern,1,6,21,91,47,41,63,291,1011,8,299,14
Andaman and Nicobar Islands,Chandoli National Park,Udaipur,Western,1,6,30,98,47,54,81,377,38,181,662,22
Maharashtra,Kanha National Park,Darrang,Northern,0,2,29,45,34,29,90,264,36,94,656,10
Uttarakhand,Neora Valley National Park,North Goa,Central,1,7,7,81,48,76,33,317,1594,193,640,19
Nagaland,Rampara Wildlife Sanctuary,Palamu,Northern,1,1,28,81,47,61,45,20,534,207,224,5
Chhattisgarh,Sessa Orchid Sanctuary,Darrang,Southern,1,12,24,90,47,70,15,462,662,62,845,18
Chhattisgarh,Sariska Tiger Reserve,North Andaman,Central,0,6,6,27,34,76,96,24,420,51,292,19
Uttar Pradesh,Indira Gandhi Wildlife Sanctuary,Lahaul and Spiti,Central,0,3,30,47,36,58,44,400,1413,135,992,4
Madhya Pradesh,Sanjay Gandhi National Park,Thrissur,Northern,1,1,18,96,42,71,37,90,749,36,881,20
Haryana,Rangapahar Wildlife Sanctuary,Harike,Western,0,8,18,22,27,21,71,252,1479,292,660,17
Jharkhand,Sonanadi Wildlife Sanctuary,Pune,Northern,0,3,24,25,16,79,93,244,1267,181,782,9
Sikkim,Jaisamand Wildlife Sanctuary,Anantnag,Central,0,9,29,94,34,85,73,385,745,112,293,8
Andhra Pradesh,Kumbhalgarh Wildlife Sanctuary,West Champaran,Northern,0,9,3,72,19,91,81,106,1375,263,129,15
Mizoram,Satkosia Tiger Reserve,Sepahijala,Southern,0,7,20,33,35,90,0,288,1455,51,108,17
Tamil Nadu,Purna Wildlife Sanctuary,Saiha,Southern,0,7,3,24,14,66,56,228,1346,68,892,20
Tripura,Khangchendzonga National Park,Mancherial,Western,1,12,27,82,49,24,20,192,519,196,620,13
Nagaland,Eravikulam National Park,Thrissur,Central,1,3,7,94,48,25,73,130,1378,168,816,20
Mizoram,Baghmara Pitcher Plant Sanctuary,Kodagu,Southern,1,3,27,100,45,18,33,139,1415,82,608,24
Rajasthan,Neora Valley National Park,Mysuru,Central,0,2,31,81,19,72,59,111,910,90,733,14
Madhya Pradesh,Rani Jhansi Marine National Park,Chandrapur,Southern,1,4,22,92,46,93,54,121,1949,34,349,16
Uttarakhand,Rajgir Wildlife Sanctuary,Bhagalpur,Southern,0,11,11,34,32,87,99,108,1406,36,9,21
Nagaland,Pin Valley National Park,Cachar,Central,0,2,23,53,14,90,73,323,909,232,518,21
Gujarat,Ratapani Tiger Reserve,Dibang Valley,Southern,0,11,28,52,30,86,1,33,1210,145,214,21
Telangana,Eravikulam National Park,Belonia,Northern,1,10,23,83,46,82,8,185,901,115,969,7
Odisha,Simlipal National Park,Senapati,Eastern,1,11,29,93,45,22,86,74,732,42,30,21
Andaman and Nicobar Islands,Bondla Wildlife Sanctuary,Tuticorin,Eastern,1,12,26,98,42,49,84,298,1872,116,535,19
Tripura,Ratapani Tiger Reserve,Hoshangabad,Central,0,3,20,90,15,38,48,447,664,143,869,5
Mizoram,Askot Wildlife Sanctuary,Dehradun,Southern,1,9,5,85,43,74,63,378,1868,166,463,6
Arunachal Pradesh,Buxa Tiger Reserve,Nalgonda,Western,1,3,19,100,47,94,81,138,1930,241,61,15
Madhya Pradesh,Vikramshila Gangetic Dolphin Sanctuary,Gurgaon,Northern,0,10,21,60,35,33,23,0,1630,232,723,14
Assam,Kaimur Wildlife Sanctuary,East Godavari,Central,1,5,10,87,46,78,79,94,1588,39,705,16
Bihar,Bhitarkanika National Park,Palakkad,Central,1,10,23,95,43,8,92,152,772,70,138,6
Kerala,Khangkhui Mangsor Wildlife Sanctuary,Hazaribagh,Southern,1,12,29,84,42,99,57,460,926,283,715,5
Haryana,Melghat Tiger Reserve,Keonjhar,Eastern,0,4,13,37,23,15,11,496,1511,216,306,24
Uttar Pradesh,Lawalong Wildlife Sanctuary,Bengaluru,Southern,1,2,5,100,40,17,79,157,15,94,455,24
Nagaland,Rampara Wildlife Sanctuary,Keonjhar,Eastern,0,2,13,79,10,78,70,486,1207,23,651,23
Andaman and Nicobar Islands,Bor Wildlife Sanctuary,Palamu,Northern,0,5,13,86,13,13,92,77,1186,234,130,15
Arunachal Pradesh,Paniya Wildlife Sanctuary,Sangareddy,Eastern,1,11,5,95,40,15,53,466,908,130,954,15
Jammu and Kashmir,Sanjay Gandhi National Park,Kiphire,Northern,0,7,3,70,10,7,64,53,705,279,415,9
Karnataka,Udanti Wildlife Sanctuary,Almora,Northern,1,7,5,81,40,97,50,402,600,110,628,22
Madhya Pradesh,Singalila National Park,Dimapur,Western,0,1,10,35,11,66,50,444,1865,38,284,18
Arunachal Pradesh,Jim Corbett National Park,Golaghat,Northern,0,11,17,47,32,30,45,292,1130,157,979,20
Manipur,Satpura National Park,Lakhimpur Kheri,Northern,1,3,30,84,39,6,16,40,1583,29,598,24
